SK_ID_CURR,probabilidade de inadimplência
149741.0,0.7490905523300171
363290.0,0.24098290503025055
436006.0,0.39570122957229614
377703.0,0.2723851799964905
188624.0,0.8201169967651367
454397.0,0.3392125964164734
358007.0,0.25533244013786316
140209.0,0.4535215198993683
234837.0,0.2157084047794342
269983.0,0.39424335956573486
435574.0,0.1700313240289688
299809.0,0.6913596987724304
386485.0,0.1568492352962494
269948.0,0.27265986800193787
280976.0,0.4211233854293823
238068.0,0.1503070592880249
304049.0,0.5205840468406677
414990.0,0.3920782506465912
217203.0,0.21127116680145264
376182.0,0.017139390110969543
105944.0,0.3419860303401947
141357.0,0.18821321427822113
309630.0,0.1657087206840515
242368.0,0.3097515404224396
442101.0,0.45002490282058716
398068.0,0.15453919768333435
200440.0,0.4931352734565735
130746.0,0.11524664610624313
391997.0,0.08764732629060745
290025.0,0.13057608902454376
343846.0,0.21422956883907318
126485.0,0.6713529825210571
104163.0,0.3732854425907135
362585.0,0.3697381913661957
208568.0,0.39405038952827454
223220.0,0.3738534152507782
115449.0,0.08401010185480118
157918.0,0.22366558015346527
235847.0,0.5480236411094666
424643.0,0.6141369342803955
260115.0,0.08079249411821365
101029.0,0.24899281561374664
209683.0,0.4331291913986206
332916.0,0.3250933587551117
170649.0,0.3510568141937256
148754.0,0.38094475865364075
322016.0,0.24886766076087952
410057.0,0.04986817389726639
400391.0,0.5929707884788513
303311.0,0.5607625842094421
306375.0,0.6806747317314148
349106.0,0.365071564912796
276461.0,0.2886265218257904
410126.0,0.10681232810020447
150037.0,0.8268861770629883
454632.0,0.47664034366607666
174402.0,0.8166505694389343
261588.0,0.37655457854270935
348830.0,0.13339966535568237
340159.0,0.4081687927246094
389531.0,0.5695157051086426
162563.0,0.4450569152832031
334705.0,0.04393346980214119
304569.0,0.18481601774692535
310542.0,0.5619163513183594
308062.0,0.32350224256515503
261605.0,0.1729935258626938
322239.0,0.2648344933986664
117154.0,0.11679811775684357
364023.0,0.6439472436904907
348864.0,0.29151585698127747
345535.0,0.35683268308639526
228272.0,0.5838636755943298
418424.0,0.621518611907959
383965.0,0.2184959352016449
145408.0,0.36454299092292786
427237.0,0.25136205554008484
264554.0,0.4444870352745056
174096.0,0.1625698357820511
354555.0,0.30596277117729187
410575.0,0.7021504044532776
186995.0,0.23175345361232758
283181.0,0.48194968700408936
434215.0,0.6381945610046387
337331.0,0.5540332794189453
424061.0,0.2049872875213623
232858.0,0.05057358741760254
176976.0,0.5141382813453674
289643.0,0.8752521276473999
261786.0,0.14109884202480316
160826.0,0.21155305206775665
148685.0,0.37730348110198975
184353.0,0.12621429562568665
129079.0,0.39133286476135254
169069.0,0.7482435703277588
196926.0,0.6369464993476868
221111.0,0.56432044506073
167852.0,0.07979979366064072
297652.0,0.33078745007514954
181938.0,0.2589914798736572
293370.0,0.4452051520347595
